,id,carat,cut,color,clarity,depth,table,x,y,z,price
7418,7419,0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,478
5583,5584,0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27,2279
16118,16119,1.52,Premium,G,VVS1,62.7,59.0,7.32,7.35,4.6,12498
4848,4849,2.0,Fair,H,SI2,55.3,65.0,8.42,8.35,4.64,11202
8317,8318,0.78,Premium,I,VS2,,58.0,5.89,5.82,3.68,2646
16488,16489,0.61,Ideal,D,SI1,62.1,55.0,5.42,5.43,3.37,1752
8642,8643,1.51,Premium,D,VS2,60.2,59.0,7.43,7.33,4.44,14773
2997,2998,0.46,Fair,I,VS2,66.8,55.0,4.82,4.77,3.2,855
11489,11490,1.57,Very Good,H,VS2,63.4,56.0,7.46,7.4,4.71,9407
15706,15707,2.06,Premium,F,SI2,61.7,59.0,8.21,8.13,5.04,16857
19483,19484,0.23,Very Good,E,VS1,62.8,55.0,3.88,3.9,2.44,391
23310,23311,0.37,Ideal,F,VVS2,61.1,56.0,4.62,4.65,2.83,987
15935,15936,0.32,Very Good,G,VS2,62.6,58.0,4.37,4.39,2.74,561
25664,25665,0.32,Premium,H,VVS2,,58.0,4.33,4.37,2.71,645
8140,8141,1.23,Good,J,SI2,63.2,57.5,6.74,6.82,4.29,4992
4396,4397,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1047
469,470,0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726
16825,16826,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811
23681,23682,0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979
20104,20105,1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
681,682,0.71,Ideal,I,IF,61.5,56.0,5.74,5.77,3.54,2925
7956,7957,0.83,Ideal,E,VS2,61.8,57.0,6.04,6.03,3.73,3625
6188,6189,1.5,Very Good,J,VVS2,61.5,60.0,7.27,7.31,4.48,8712
1134,1135,0.43,Ideal,D,VS1,61.9,55.0,4.85,4.87,3.01,1207
809,810,0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,3411
10600,10601,0.43,Ideal,E,VS2,62.0,57.0,4.85,4.82,3.0,1048
19600,19601,0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,1865
10514,10515,0.51,Ideal,G,SI1,63.0,53.0,5.13,5.1,3.22,1312
19488,19489,0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95,1079
24828,24829,0.43,Ideal,F,VVS1,62.0,57.0,4.81,4.84,2.99,1358
16905,16906,0.9,Very Good,E,SI1,62.6,61.0,6.06,6.11,3.81,4315
16950,16951,1.01,Good,G,VS2,60.3,57.0,6.46,6.51,3.91,5655
23393,23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
24186,24187,0.31,Premium,D,VVS1,61.1,56.0,4.42,4.35,2.68,1060
1127,1128,0.3,Very Good,G,IF,63.5,55.0,4.28,4.26,2.71,956
11808,11809,0.41,Very Good,D,VS2,62.1,53.0,4.78,4.82,2.98,912
12992,12993,0.7,Very Good,G,IF,63.0,59.0,5.58,5.62,3.53,3725
4682,4683,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,6340
17677,17678,0.38,Very Good,D,VS2,58.8,61.0,4.72,4.77,2.79,871
23683,23684,0.6,Good,F,SI1,57.1,61.0,5.68,5.57,3.21,1599
671,672,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,6352
2550,2551,0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72,645
18645,18646,0.3,Ideal,D,VS1,61.0,57.0,4.3,4.33,2.63,761
18101,18102,0.72,Very Good,E,VVS2,60.5,55.0,5.82,5.85,3.53,3798
24742,24743,0.38,Premium,J,VS1,62.1,60.0,4.64,4.6,2.87,770
4042,4043,0.5,Premium,D,SI1,60.7,61.0,5.12,5.09,3.1,1654
13176,13177,0.3,Ideal,I,VVS2,62.8,57.0,4.26,4.28,2.68,507
22429,22430,0.6,Ideal,G,IF,62.0,55.0,5.39,5.44,3.36,2570
26961,26962,0.25,Premium,F,VVS2,62.0,59.0,4.04,3.99,2.49,740
826,827,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,571
16108,16109,0.4,Ideal,F,VS2,62.3,54.0,4.74,4.77,2.96,767
12431,12432,0.33,Ideal,G,IF,61.0,55.0,4.49,4.52,2.75,946
5535,5536,0.31,Ideal,G,IF,61.6,56.0,4.38,4.42,2.71,891
8213,8214,0.52,Ideal,E,VS1,62.6,57.0,5.11,5.15,3.21,1668
19624,19625,0.7,Ideal,H,SI1,61.7,57.0,5.7,5.68,3.51,2375
19335,19336,0.3,Premium,G,VS1,59.6,59.0,4.34,4.38,2.6,605
23382,23383,1.3,Very Good,I,VS2,61.8,56.0,6.98,7.04,4.33,7087
6671,6672,1.26,Very Good,G,VVS1,60.2,59.0,6.98,7.07,4.23,10922
16587,16588,1.5,Premium,D,SI2,58.7,57.0,7.48,7.42,4.37,9173
15097,15098,1.5,Premium,E,SI1,60.0,58.0,7.5,7.47,4.49,11795
21897,21898,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3738
4080,4081,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1437
12106,12107,0.91,Premium,D,SI2,62.0,62.0,6.25,6.16,3.85,3403
7021,7022,0.39,Ideal,J,VS2,61.4,57.0,4.72,4.66,2.88,746
1672,1673,0.41,Ideal,E,VS1,61.8,57.0,4.79,4.76,2.95,1153
17142,17143,1.28,Very Good,J,SI1,63.4,59.0,6.89,6.84,4.35,4967
856,857,2.04,Ideal,I,SI2,62.8,57.0,8.11,8.07,5.08,10282
3551,3552,0.62,Premium,F,SI1,61.3,60.0,5.48,5.45,3.35,1633
24237,24238,0.41,Ideal,J,VS2,61.7,55.0,4.79,4.81,2.96,587
6976,6977,0.5,Premium,F,VS1,58.0,59.0,5.3,5.22,3.05,1715
2868,2869,0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,2839
12235,12236,1.01,Good,F,VVS1,63.2,56.0,6.33,6.39,4.02,9012
21686,21687,1.02,Good,H,VS1,59.8,63.0,6.54,6.61,3.93,5598
2963,2964,0.51,Ideal,G,VS1,61.0,55.0,5.21,5.11,3.15,1781
7328,7329,0.41,Ideal,D,SI1,62.6,57.0,4.74,4.78,2.98,791
1233,1234,0.7,Very Good,E,SI2,60.2,64.0,5.67,5.7,3.42,1964
2461,2462,0.4,Ideal,G,VVS1,62.3,54.0,4.75,4.76,2.96,1043
8541,8542,1.01,Good,I,SI2,62.6,59.0,6.34,6.43,4.0,3823
12567,12568,1.52,Ideal,G,VVS2,60.6,57.0,7.45,7.49,4.52,15760
23017,23018,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,566
19719,19720,0.72,Ideal,H,IF,61.4,56.0,5.76,5.8,3.55,3257
17079,17080,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1776
21294,21295,0.55,Premium,H,SI2,62.4,56.0,5.23,5.2,3.25,1246
20146,20147,0.71,Very Good,I,SI2,61.1,56.0,5.75,5.79,3.53,1938
26659,26660,2.18,Premium,H,SI2,62.3,59.0,8.37,8.26,5.18,11579
12925,12926,1.12,Very Good,I,SI1,60.6,60.0,6.73,6.77,4.09,4312
2441,2442,0.3,Premium,H,VS1,61.0,58.0,4.31,4.28,2.62,675
14793,14794,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802
10158,10159,1.18,Very Good,H,SI1,62.6,55.0,6.76,6.79,4.24,5674
17227,17228,1.01,Very Good,G,VS1,62.5,56.0,6.36,6.4,3.99,6846
7495,7496,0.31,Ideal,H,SI1,61.0,56.0,4.38,4.41,2.68,530
1430,1431,0.43,Premium,G,VS2,62.3,58.0,4.85,4.81,3.01,1113
23106,23107,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2041
16953,16954,1.23,Ideal,F,VS1,61.3,57.0,6.93,6.86,4.23,8679
20929,20930,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,432
20386,20387,1.37,Ideal,J,SI2,62.2,55.0,7.07,7.11,4.41,6091
1149,1150,1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.0,6360
410,411,1.01,Premium,G,VVS2,63.0,61.0,6.36,6.34,4.0,7665
20195,20196,0.41,Ideal,H,IF,62.9,54.0,4.74,4.71,2.97,1243
14321,14322,1.01,Premium,F,VS2,60.8,57.0,6.52,6.47,3.95,6702
6061,6062,1.02,Very Good,E,SI1,63.7,55.0,6.29,6.4,4.04,7277
25883,25884,0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
12586,12587,1.0,Premium,F,VS2,59.9,60.0,6.11,6.07,3.65,5606
26604,26605,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
16903,16904,0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945
5128,5129,0.38,Ideal,E,SI1,61.4,57.0,4.64,4.67,2.86,653
290,291,0.77,Good,H,SI1,63.0,65.0,5.82,5.74,3.64,2393
26334,26335,0.31,Premium,G,VS2,61.0,56.0,4.37,4.35,2.66,698
21433,21434,0.54,Ideal,F,VS1,60.9,57.0,5.21,5.26,3.19,1772
12408,12409,0.4,Ideal,J,SI1,62.2,57.0,4.71,4.74,2.94,552
3920,3921,0.31,Ideal,G,VS1,61.9,56.0,4.38,4.34,2.7,695
22436,22437,1.21,Very Good,I,SI1,61.8,59.0,6.75,6.78,4.18,5672
18626,18627,2.21,Ideal,G,SI2,60.1,60.0,8.47,8.53,5.11,15948
21285,21286,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,17068
5414,5415,0.57,Ideal,G,VVS2,60.5,56.0,5.36,5.38,3.25,1976
25537,25538,0.9,Good,H,SI1,61.4,60.0,6.06,6.12,3.74,3730
22939,22940,0.33,Premium,E,VS1,61.5,59.0,4.46,4.42,2.73,1002
14171,14172,1.06,Ideal,F,VVS2,62.1,57.0,6.5,6.54,4.05,8954
647,648,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2841
19587,19588,1.53,Premium,I,SI1,62.9,59.0,7.36,7.32,4.62,8911
7793,7794,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1754
22457,22458,0.72,Good,F,SI1,64.0,61.0,5.67,5.62,3.61,2563
44,45,2.0,Good,I,SI1,63.9,57.0,8.01,7.91,5.09,12554
2840,2841,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,6199
26568,26569,0.4,Fair,G,VS2,64.6,55.0,4.62,4.64,2.99,722
26622,26623,1.0,Very Good,F,SI2,62.9,59.0,6.3,6.39,3.99,4081
14516,14517,0.52,Ideal,F,VS2,61.7,56.0,5.16,5.18,3.19,1591
1019,1020,0.38,Ideal,E,VS2,61.7,55.0,4.68,4.66,2.88,1112
385,386,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197
3601,3602,0.37,Ideal,F,VS2,61.4,56.0,4.63,4.59,2.83,957
4982,4983,0.71,Ideal,E,SI1,61.3,55.0,5.77,5.72,3.52,2817
745,746,0.51,Good,H,SI2,63.7,61.0,4.99,4.96,3.17,964
11281,11282,1.05,Good,H,SI1,63.2,56.0,6.47,6.51,4.1,4937
2191,2192,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3182
19556,19557,1.19,Ideal,F,VS2,62.0,57.0,6.78,6.76,4.2,8415
8958,8959,0.33,Very Good,H,VS2,58.8,62.0,4.49,4.53,2.65,486
17989,17990,0.33,Ideal,D,VS2,62.3,57.0,4.41,4.45,2.76,781
3663,3664,0.54,Ideal,H,VS1,61.3,55.9,5.23,5.27,3.21,1633
19512,19513,0.38,Ideal,H,VS1,62.2,53.7,4.63,4.68,2.9,768
13195,13196,0.39,Premium,F,SI1,61.3,62.0,4.71,4.68,2.88,860
15703,15704,0.77,Premium,E,SI1,60.4,58.0,6.0,5.88,3.59,2975
1263,1264,1.3,Very Good,H,SI2,62.8,58.0,6.93,7.01,4.38,6140
7992,7993,0.3,Premium,D,VS2,61.9,58.0,4.28,4.32,2.66,710
19467,19468,0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,4065
14223,14224,0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,716
2881,2882,1.36,Premium,G,I1,62.1,57.0,7.11,7.06,4.4,4509
9970,9971,0.54,Ideal,I,VVS2,61.7,54.0,5.25,5.29,3.25,1346
18002,18003,0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
4881,4882,1.01,Very Good,D,VVS2,62.5,59.0,6.34,6.4,3.98,10453
9464,9465,0.71,Good,I,SI1,63.6,63.0,5.61,5.64,3.58,1651
15544,15545,1.51,Very Good,E,SI1,62.8,59.0,7.26,7.3,4.57,11460
8795,8796,0.3,Very Good,J,VS2,61.6,61.0,4.28,4.33,2.65,368
5732,5733,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,790
1094,1095,1.51,Premium,F,VS2,61.8,56.0,7.46,7.32,4.57,12899
12503,12504,0.41,Ideal,E,VS1,61.4,57.0,4.79,4.82,2.95,1079
19729,19730,0.63,Very Good,G,VS1,63.1,58.0,5.42,5.46,3.43,2157
9566,9567,0.34,Ideal,D,VS2,60.8,57.0,4.52,4.5,2.74,1033
24877,24878,0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,3398
25726,25727,0.9,Ideal,E,SI1,59.1,59.0,6.31,6.37,3.75,4439
25557,25558,1.01,Premium,F,VS2,62.2,60.0,6.4,6.37,3.97,6533
14269,14270,0.52,Ideal,G,VS1,63.0,54.0,5.17,5.12,3.24,1694
17379,17380,1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
16188,16189,0.3,Ideal,E,VS1,60.8,57.0,4.33,4.36,2.64,710
5888,5889,0.39,Ideal,E,VS2,60.4,56.0,4.73,4.7,2.85,985
318,319,0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579
23678,23679,1.5,Premium,I,SI1,62.3,57.0,7.28,7.22,4.52,7955
17891,17892,1.23,Ideal,D,VVS2,62.0,55.0,6.85,6.92,4.27,12848
23428,23429,0.33,Premium,H,VS1,62.4,60.0,4.39,4.42,2.75,540
2995,2996,0.55,Very Good,E,VS2,61.5,56.0,5.25,5.28,3.24,1786
9658,9659,1.19,Premium,H,VS2,61.1,58.0,6.83,6.78,4.16,6944
10390,10391,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3896
6272,6273,1.0,Fair,G,VS2,67.6,57.0,6.2,6.13,4.17,5484
23179,23180,0.3,Ideal,I,VS2,61.4,58.0,4.29,4.31,2.64,438
9294,9295,2.0,Premium,E,SI2,60.3,58.0,8.15,8.08,4.89,12987
8403,8404,0.3,Ideal,E,VVS2,62.4,54.0,4.31,4.34,2.7,742
23109,23110,0.7,Very Good,E,IF,63.4,58.0,5.64,5.59,3.56,3622
18486,18487,0.33,Premium,E,VS2,60.7,58.0,4.49,4.47,2.72,928
24533,24534,0.42,Very Good,F,IF,,58.0,4.87,4.9,2.93,1722
8848,8849,0.3,Ideal,F,IF,60.8,56.0,4.35,4.36,2.65,892
1952,1953,1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15,4360
22065,22066,0.32,Ideal,E,VS2,,57.0,4.51,4.46,2.7,960
24605,24606,2.04,Premium,I,I1,59.3,61.0,8.3,8.25,4.91,8408
15740,15741,1.14,Ideal,I,SI1,62.3,58.0,6.65,6.7,4.16,5469
23125,23126,0.77,Ideal,F,VS2,61.2,57.0,5.93,5.97,3.64,3052
11858,11859,0.93,Ideal,D,SI1,61.6,57.0,6.27,6.33,3.88,4724
18600,18601,1.51,Premium,E,VS2,60.7,60.0,7.46,7.37,4.5,14844
20567,20568,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
20437,20438,1.78,Ideal,F,VS2,60.9,56.0,7.85,7.88,4.79,18128
2978,2979,0.54,Premium,F,VS2,61.8,58.0,5.22,5.29,3.25,1662
8314,8315,1.01,Ideal,F,VS1,63.2,56.0,6.35,6.41,4.03,7209
16720,16721,1.03,Premium,I,SI1,,59.0,6.49,6.46,3.99,4441
19256,19257,1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,4139
23108,23109,1.01,Very Good,E,VVS2,62.8,56.0,6.34,6.39,4.0,9089
6796,6797,1.26,Ideal,I,SI1,62.4,56.0,6.93,6.85,4.3,5645
906,907,0.58,Premium,G,VVS2,61.5,60.0,5.37,5.33,3.29,1975
20201,20202,0.34,Premium,G,IF,60.5,58.0,4.52,4.47,2.72,939
9198,9199,0.71,Good,E,SI2,57.8,60.0,5.86,5.83,3.38,2215
9844,9845,0.74,Very Good,I,VVS1,62.6,57.0,5.76,5.78,3.61,2666
20624,20625,1.51,Premium,G,VS1,60.1,58.0,7.48,7.45,4.49,14507
8920,8921,0.5,Good,E,VVS2,64.8,58.0,4.97,5.0,3.23,1917
6812,6813,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
5710,5711,0.51,Ideal,G,VS1,61.8,60.0,5.08,5.12,3.15,1757
14879,14880,0.4,Ideal,F,VS2,62.0,57.0,4.68,4.74,2.92,842
143,144,0.36,Premium,J,SI1,61.3,60.0,4.59,4.52,2.79,541
13819,13820,0.7,Very Good,F,SI1,59.4,59.0,5.75,5.8,3.43,2573
157,158,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1442
2507,2508,1.2,Ideal,I,SI2,62.5,56.0,6.8,6.7,4.22,3931
10543,10544,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1179
10951,10952,1.5,Good,H,SI2,64.2,56.0,7.26,7.2,4.64,7291
10562,10563,1.5,Ideal,E,SI1,60.4,59.0,7.38,7.43,4.47,12265
8418,8419,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,841
5420,5421,0.3,Ideal,G,IF,60.9,57.0,4.35,4.39,2.66,863
21715,21716,0.39,Very Good,I,VVS1,61.3,58.0,4.74,4.78,2.92,805
15620,15621,0.33,Ideal,E,IF,61.9,57.0,4.41,4.45,2.74,1129
22919,22920,1.13,Ideal,H,SI1,61.3,57.0,6.72,6.7,4.11,4556
13774,13775,0.5,Very Good,G,VVS1,61.3,57.0,5.15,5.07,3.13,1940
15919,15920,0.31,Ideal,D,VVS1,62.3,54.0,4.36,4.4,2.73,949
21199,21200,0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,802
19579,19580,2.01,Very Good,J,VS1,61.2,60.0,8.06,8.14,4.96,14812
9243,9244,0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67,731
14224,14225,1.23,Good,I,VS1,63.6,59.0,6.76,6.85,4.33,5834
14777,14778,0.52,Ideal,G,VVS1,62.0,55.0,5.15,5.18,3.2,2029
16827,16828,1.5,Fair,E,SI2,66.3,60.0,7.09,7.02,4.68,10080
4423,4424,0.7,Ideal,F,SI1,60.3,58.0,5.76,5.81,3.49,2671
8643,8644,0.78,Ideal,G,SI2,62.1,54.0,5.92,5.94,3.68,2561
18026,18027,1.2,Good,D,SI2,63.7,52.0,6.72,6.68,4.27,6344
1813,1814,0.53,Ideal,G,VVS2,60.4,56.0,5.29,5.24,3.18,1818
24779,24780,1.03,Premium,E,VS2,62.5,59.0,6.42,6.44,4.02,6072
8309,8310,1.04,Premium,E,SI2,61.0,60.0,6.57,6.52,3.99,4240
16295,16296,0.64,Good,G,VS2,64.1,55.3,5.43,5.45,3.49,1906
7775,7776,0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
13194,13195,1.07,Ideal,F,SI1,61.5,56.0,6.58,6.62,4.06,7286
107,108,0.28,Very Good,G,SI1,62.0,55.0,4.2,4.25,2.62,382
14501,14502,0.32,Premium,G,VVS2,62.3,58.0,4.38,4.35,2.72,936
4162,4163,0.96,Fair,H,I1,61.5,63.0,6.22,6.06,3.78,1637
254,255,0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71,921
13776,13777,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5956
17707,17708,0.3,Premium,H,VS1,62.5,58.0,4.34,4.27,2.69,675
21131,21132,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562
19503,19504,0.8,Good,E,SI2,57.7,65.0,6.13,6.08,3.52,2640
18103,18104,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63,2375
6197,6198,1.35,Premium,G,SI2,60.5,60.0,7.16,7.11,4.32,5167
868,869,0.53,Ideal,H,IF,62.0,54.0,5.19,5.23,3.23,1920
14500,14501,0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,990
11367,11368,1.32,Ideal,D,VVS2,59.3,59.0,7.16,7.23,4.27,15802
19019,19020,0.52,Ideal,E,VS2,61.2,56.0,5.23,5.16,3.18,1815
21969,21970,0.38,Ideal,G,SI1,62.4,57.0,4.65,4.62,2.89,855
25942,25943,0.53,Ideal,E,VS2,60.8,55.0,5.26,5.3,3.21,1707
23587,23588,0.4,Ideal,E,VVS2,61.5,55.0,4.79,4.77,2.94,1056
23211,23212,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,462
23812,23813,0.44,Premium,G,SI1,61.0,60.0,4.93,4.88,2.99,990
2812,2813,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
2178,2179,0.42,Premium,G,IF,61.6,58.0,4.76,4.79,2.94,1400
19733,19734,1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,5012
5619,5620,0.24,Ideal,F,VVS2,60.7,56.0,3.98,4.03,2.43,552
14322,14323,1.22,Premium,E,VVS1,61.1,60.0,6.87,6.85,4.19,13824
18925,18926,0.31,Ideal,G,VS2,62.2,54.0,4.34,4.38,2.71,562
20791,20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
1271,1272,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,844
26209,26210,0.33,Premium,I,VS1,61.6,60.0,4.45,4.42,2.73,668
20466,20467,0.31,Ideal,E,VVS2,61.3,55.0,4.34,4.37,2.67,864
16980,16981,0.51,Premium,G,VVS1,62.4,58.0,5.13,5.09,3.19,2027
18573,18574,1.46,Very Good,J,VS2,59.7,59.0,7.36,7.39,4.4,7358
19539,19540,0.31,Very Good,G,VS1,60.8,61.0,4.33,4.35,2.64,625
6743,6744,0.62,Ideal,G,IF,61.8,56.0,5.45,5.48,3.38,3310
9184,9185,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1181
481,482,0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,761
18857,18858,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74,743
23081,23082,0.3,Ideal,D,VS1,62.2,56.0,4.31,4.27,2.67,835
12704,12705,0.4,Ideal,J,SI1,61.6,56.0,4.72,4.77,2.93,612
1880,1881,2.01,Premium,G,SI2,,57.2,8.08,8.14,4.97,18705
2764,2765,1.21,Ideal,G,VS1,62.6,56.0,6.77,6.81,4.25,8616
25783,25784,0.5,Fair,D,SI1,65.7,56.0,5.01,4.97,3.28,1323
10577,10578,0.52,Good,D,SI2,63.7,55.0,5.1,5.11,3.25,1203
13222,13223,0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74,559
17539,17540,0.75,Very Good,E,VVS1,62.3,57.0,5.73,5.83,3.6,4889
15516,15517,0.39,Ideal,F,VS1,60.9,56.0,4.75,4.68,2.87,956
10735,10736,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,840
4230,4231,0.35,Ideal,I,VS1,61.6,56.0,4.58,4.54,2.81,709
24357,24358,1.28,Premium,H,SI1,62.7,58.0,6.88,6.94,4.33,6580
14707,14708,0.59,Ideal,G,VVS1,61.5,57.0,5.4,5.46,3.34,2166
19117,19118,1.05,Good,H,SI2,63.9,56.0,6.44,6.37,4.09,3822
177,178,0.5,Fair,E,SI1,66.5,58.0,4.87,4.9,3.25,1098
15290,15291,1.21,Premium,G,VS1,62.7,58.0,6.85,6.76,4.27,8774
10648,10649,1.02,Very Good,G,VS1,62.4,58.0,6.37,6.42,3.99,6622
16688,16689,0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
21891,21892,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,5083
12997,12998,1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,4277
4191,4192,1.51,Good,F,VS2,62.0,59.0,7.18,7.37,4.51,13819
12115,12116,1.04,Ideal,G,VS2,61.3,57.0,6.53,6.56,4.01,7044
25638,25639,0.52,Very Good,E,SI1,62.9,59.0,5.12,5.15,3.23,1389
15419,15420,0.8,Very Good,I,SI1,61.9,56.0,5.94,5.98,3.69,2473
22633,22634,1.11,Ideal,E,SI2,61.4,58.0,6.63,6.66,4.08,5938
8476,8477,0.32,Premium,F,VS2,61.3,60.0,4.4,4.37,2.69,828
26707,26708,0.4,Very Good,J,VS1,63.4,58.0,4.64,4.61,2.93,810
12710,12711,0.4,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92,666
8164,8165,0.7,Premium,G,VS1,61.0,59.0,5.77,5.68,3.49,2535
19442,19443,1.7,Good,H,SI1,64.1,58.0,7.54,7.51,4.83,9158
19788,19789,0.41,Premium,H,VVS1,60.4,58.0,4.79,4.85,2.91,1043
26369,26370,1.54,Ideal,I,VS1,61.3,55.0,7.39,7.47,4.56,12401
23591,23592,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,2352
23771,23772,0.35,Ideal,G,VVS1,61.7,56.0,4.54,4.57,2.81,887
19226,19227,0.27,Ideal,E,VS1,60.5,56.0,4.21,4.22,2.55,577
15643,15644,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1316
23646,23647,0.3,Ideal,E,VVS1,61.6,55.0,4.34,4.36,2.68,838
7534,7535,0.34,Ideal,G,VVS2,61.9,57.0,4.48,4.44,2.76,995
15771,15772,1.24,Premium,I,SI2,62.8,58.0,6.88,6.79,4.28,4375
12876,12877,0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99,784
18348,18349,0.43,Ideal,D,VS1,62.1,56.0,4.85,4.87,3.02,1207
13765,13766,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,13196
20804,20805,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
8497,8498,1.01,Good,H,SI1,63.4,59.0,6.28,6.34,4.0,4749
466,467,1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959
10172,10173,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1928
11666,11667,0.9,Premium,E,VS2,58.0,61.0,6.45,6.34,3.71,4385
12162,12163,0.31,Ideal,E,SI1,63.0,57.0,4.32,4.29,2.71,698
20411,20412,0.33,Premium,G,VS1,60.5,58.0,4.43,4.49,2.7,666
5517,5518,1.31,Very Good,G,SI2,62.2,58.0,7.05,6.98,4.36,7107
15046,15047,0.32,Premium,F,SI1,62.3,55.0,4.44,4.39,2.75,684
9149,9150,1.01,Premium,G,SI2,60.1,59.0,6.55,6.46,3.91,4327
23112,23113,0.46,Ideal,H,SI1,61.7,55.0,4.99,5.02,3.09,807
5325,5326,0.41,Premium,D,VS2,61.8,58.0,4.76,4.79,2.95,846
18377,18378,0.35,Ideal,G,IF,61.3,55.0,4.57,4.6,2.81,1001
5343,5344,1.2,Ideal,E,SI2,61.3,56.0,6.8,6.71,4.14,5268
